UNIPROT	REF_SEQ Protein
Q6TXF1	NP_001007798
Q6UE39	NP_954537
Q6UPR8	NP_908939
Q6URK4-1	NP_937765
Q6V7K3	NP_954512
Q6V7V2-1	NP_908935
Q6VBQ5	NP_899161
Q6VEU1	NP_954517
Q6VV72	NP_001008773
Q6W3B0	NP_955784
Q6X782-1	NP_001007012
Q6X936	NP_997489
Q6X9T7	NP_997690
Q6XQG8	NP_997483
Q6XUX2	NP_955750
Q6XVN8	NP_955794
Q6Y1R5	NP_997471
Q6Y290	NP_001032747
Q6Y306-1	NP_955409
Q6YFQ1	NP_001034174
Q700K0	NP_001007017
Q704E8	NP_997683
Q70VB1	XP_001059232
Q70VB1	XP_001059232
Q719N3	NP_001007674
Q71QF9	XP_001057488
Q71QF9	XP_001057488
Q71RP1	NP_072127
Q71S46	NP_446208
Q71TY3	NP_446049
Q71UE8	NP_620233
Q71UF4	NP_114004
Q75Q40	NP_997685
Q75UQ2	NP_955410
Q75WE7	NP_942050
Q761X5	NP_955439
Q765I2	NP_937766
Q767I8-1	NP_446385
Q76EI6	NP_001005877
Q76HM9	NP_997482
Q76HN1	NP_997499
Q76IC6-1	NP_998792
Q76IQ7	NP_955424
Q76K24	NP_001013970
Q76LT8	NP_942080
Q76M68	NP_997500
Q78EA7	NP_110476
Q78EG7	NP_113767
Q78EH2-3	NP_598243
Q78P75	NP_542428
Q78PB6-1	NP_579854
Q78ZR5	NP_598305
Q791F6	NP_445986
Q792I0	NP_068623
Q792S6-1	NP_059008
Q794F9	NP_062156
Q7M0E3	NP_001028838
Q7M730	NP_001008880
Q7M733	NP_852097
Q7M767	NP_898875
Q7TN38	NP_001002281
Q7TN39	NP_982296
Q7TN40	NP_001002288
Q7TN41	NP_001001506
Q7TNI4	NP_001003404
Q7TNJ2	NP_997481
Q7TNJ4	NP_877968
Q7TNJ7-1	NP_878262
Q7TNK6	NP_932168
Q7TNL4	NP_898879
Q7TNN2	NP_898878
Q7TNY6	NP_878263
Q7TNZ6-1	NP_877972
Q7TP40	NP_001041311
Q7TP47	NP_001041381
Q7TP90	NP_001041318
Q7TP98	NP_001041351
Q7TPA5-2	NP_001008776
Q7TPB1	NP_877966
Q7TPB4	NP_877976
Q7TPL3	NP_001009973
Q7TQ82	NP_001008859
Q7TQM3	NP_954545
Q7TQM4	NP_714950
Q7TQN7	NP_861436
Q7TQN8	NP_861435
Q7TQP6	NP_861434
Q7TSA0	NP_861544
Q7TSB7	NP_859043
Q7TSL3	NP_853662
Q7TSN4	NP_919443
Q7TSN5	NP_853664
Q7TST9	NP_853669
Q7TSV3	NP_942065
Q7TSW6	NP_942069
Q7TSX5	NP_852051
Q7TSX9	NP_852050
Q7TSY4-1	NP_877967
Q7TT49	NP_446072
Q7TT51	NP_852048
Q80T02	NP_808797
Q80T18	NP_851605
Q80VJ4	NP_942074
Q80W57	NP_852046
Q80W66	NP_852035
Q80W87	NP_852040
Q80W89	NP_997682
Q80W96	NP_853657
Q80WD0-1	NP_852042
Q80WD1	NP_852045
Q80WE5	NP_851599
Q80WL1	NP_852047
Q80WY6	NP_569110
Q80XF7	XP_573100
Q80YE2	NP_851598
Q80Z29	NP_808789
Q80Z34	NP_835197
Q80Z39	NP_852141
Q80ZA5-1	NP_835193
Q80ZD5	NP_835280
Q80ZD7	NP_996764
Q80ZG0	NP_783188
Q80ZG2	NP_835195
Q80ZG6	NP_776209
Q810H6-2	NP_783186
Q810T5-1	NP_851595
Q810U0	NP_877400
Q810W7-1	NP_851603
Q810W9	NP_851602
Q810Y4	NP_853667
Q811A2	NP_937767
Q811A3-2	NP_787065
Q811M5	NP_788263
Q811Q0	NP_789831
Q811Q1	NP_808795
Q811R2-2	NP_788264
Q811X5	NP_742044
Q811X6	NP_786933
Q812D1-1	NP_786941
Q812D3	NP_783638
Q812E4	NP_848016
Q812E8	NP_852145
Q8BFS3	NP_733767
Q8CF97	NP_789827
Q8CFC9	NP_703200
Q8CFD0	NP_695210
Q8CFD1	NP_695218
Q8CFD9	NP_861543
Q8CG07	NP_758835
Q8CG08	NP_758836
Q8CG09-1	NP_071617
Q8CG45	NP_599234
Q8CGL2	NP_776212
Q8CGS4	NP_758834
Q8CGS5	NP_758829
Q8CGU4	XP_001054911
Q8CGU6-1	NP_777353
Q8CGU6-2	NP_001029198
Q8CGU6-2	NP_001029198
Q8CGU9	NP_776211
Q8CGV7	NP_001007683
Q8CGZ2	NP_783187
Q8CH34	NP_758833
Q8CH84	NP_775431
Q8CHI5	NP_001029297
Q8CHI9-1	NP_775432
Q8CHL0	NP_776210
Q8CHM1	NP_775128
Q8CHN3-1	NP_775132
Q8CHN6	NP_775139
Q8CIN7	NP_757378
Q8CIN9-2	NP_001004068
Q8CIX1	NP_733766
Q8CIY2	NP_714961
Q8CIZ5-4	XP_001080554
Q8CJ11-1	NP_852031
Q8CJ42	NP_714960
Q8CJ44	NP_733768
Q8CJB9	NP_703201
Q8CJD3	NP_599236
Q8CJE2	NP_076468
Q8CJH2	NP_705885
Q8CJH6	NP_705890
Q8JZQ0	NP_076471
Q8K1M5	NP_695206
Q8K1M7	NP_775144
Q8K1M8	NP_775138
Q8K1P8	NP_671749
Q8K3F3	NP_742042
Q8K3F4	NP_742008
Q8K3K4	NP_714955
Q8K3L6-1	NP_001029085
Q8K3L6-2	NP_663713
Q8K3M6-2	NP_740768
Q8K3P4	NP_683688
Q8K3T4	NP_695216
Q8K3U6	NP_690059
Q8K3V3	NP_689448
Q8K3X0	NP_671485
Q8K3X8	NP_775142
Q8K3Y6	NP_766633
Q8K418	NP_690058
Q8K430	NP_663704
Q8K451	NP_695207
Q8K4B7	NP_653147
Q8K4C0	NP_653340
Q8K4D6	NP_663708
Q8K4D8	NP_695212
Q8K4F2	NP_695213
Q8K4F7	NP_695214
Q8K4G9-1	NP_570841
Q8K4H4	NP_683687
Q8K4I4	NP_742028
Q8K4I6	NP_663709
Q8K4K7	NP_787038
Q8K4M9	NP_742020
Q8K4P2	NP_695205
Q8K4R8	NP_647554
Q8K4S7	NP_598285
Q8K4T4-1	NP_663715
Q8K4V2	NP_690921
Q8K4Y5	NP_665712
Q8K4Y7	NP_653355
Q8K560	NP_631927
Q8K582	NP_742015
Q8K593	NP_640345
Q8K5A3	NP_620785
Q8K5B3	NP_640346
Q8K5E0	NP_076459
Q8R2H1	NP_997674
Q8R2H3	NP_620435
Q8R2H4	NP_714952
Q8R2H7-1	NP_598244
Q8R413	NP_620207
Q8R414	NP_620206
Q8R416	NP_620433
Q8R424	NP_612540
Q8R426-2	NP_075218
Q8R431	NP_612511
Q8R455	NP_599198
Q8R456	NP_620215
Q8R478	NP_620431
Q8R496	NP_620210
Q8R4A1-1	NP_612537
Q8R4C0	NP_604456
Q8R4G8	XP_001062225
Q8R4G8	XP_001062225
Q8R4R9	NP_596916
Q8R4T2	NP_604452
Q8R4T5	NP_620249
Q8R4Z1	NP_620180
Q8R4Z9	NP_620432
Q8R511-2	NP_620269
Q8R515	NP_598304
Q8R523-1	NP_596917
Q8R523-2	NP_001029129
Q8R553	NP_599203
Q8R560	NP_037352
Q8R5H8-2	NP_543171
Q8R5I0	NP_570826
Q8R5I7	NP_872608
Q8R5K5	NP_570838
Q8R5L7	NP_071559
Q8R5M3	NP_659551
Q8R5M4-1	NP_659549
Q8R5M5	NP_599199
Q8VBU2-2	NP_598267
Q8VBV2	NP_659555
Q8VBX1	NP_001012759
Q8VD48	NP_570832
Q8VD88	NP_001013250
Q8VD89	NP_001020287
Q8VDA1	NP_599204
Q8VGC3-2	NP_446303
Q8VHE9	NP_659552
Q8VHF0	NP_570105
Q8VHF5	NP_570111
Q8VHI8	NP_543173
Q8VHJ4-1	NP_001028824
Q8VHJ4-2	NP_072152
Q8VHK7	NP_446159
Q8VHM6	NP_446122
Q8VHN2	NP_579842
Q8VHQ7-1	NP_536335
Q8VHT6	NP_543166
Q8VHV8	NP_775143
Q8VHW1	NP_620795
Q8VHW5	NP_542427
Q8VHW7-1	NP_542425
Q8VHW8	NP_542424
Q8VHW9	NP_542423
Q8VHX0	NP_542422
Q8VHZ4	NP_570833
Q8VI02	NP_543183
Q8VI60	NP_599205
Q8VI82	NP_570110
Q8VIB2	NP_543167
Q8VID6-1	NP_543169
Q8VII6-2	NP_445944
Q8VIJ5-1	NP_571979
Q8VIL3	NP_671479
Q91V33	NP_569089
Q91WW1	NP_596876
Q91XN4	NP_620782
Q91XR8	NP_001034938
Q91XS8	NP_596883
Q91XT5	NP_446100
Q91XT9	NP_446098
Q91XV6-1	NP_071288
Q91Y55	NP_571980
Q91Y78	XP_001054346
Q91Y78	XP_001054346
Q91Y78	XP_001054346
Q91Y94	NP_445924
Q91Z62	NP_598205
Q91Z63	NP_543179
Q91Z84	NP_569094
Q91ZF1-1	NP_579855
Q91ZN7-1	NP_536325
Q91ZT1-1	NP_446104
Q91ZV2	NP_569103
Q91ZW1	NP_112616
Q91ZW6-2	NP_596878
Q91ZY8	NP_569104
Q920A6	NP_596874
Q920D2	NP_569084
Q920E0	NP_446260
Q920E1	NP_445765
Q920F5-1	NP_445929
Q920G2	NP_446263
Q920H8	NP_579838
Q920I0-1	NP_599212
Q920J3	NP_620815
Q920J4	NP_543163
Q920L2	NP_569112
Q920M2	NP_599201
Q920M9	NP_543181
Q920P0	NP_599214
Q920P6	NP_569083
Q920Q3	NP_599211
Q920R4	NP_599213
Q921A2	NP_598295
Q921A3	NP_445751
Q921A4	NP_570100
Q923G5	NP_596885
Q923I8	NP_596896
Q923K1	NP_570831
Q923K9-2	NP_596891
Q923M1	NP_445759
Q923S2	NP_569085
Q923S8	NP_598215
Q923U9	NP_579849
Q923V4	NP_620272
Q923V8	NP_579831
Q923W4	NP_665728
Q923X8	NP_783176
Q923Y0	NP_783190
Q923Y1	NP_783178
Q923Y2	NP_783175
Q923Y3	NP_783191
Q923Y4	NP_783177
Q923Y5	NP_783174
Q923Y6	NP_783192
Q923Y7	NP_783173
Q923Y9	NP_599155
Q924A5	NP_569099
Q924B5	NP_620606
Q924C3-1	NP_445987
Q924C9	NP_446207
Q924K2	NP_569090
Q924P2	NP_599222
Q924R9	NP_596893
Q924S1	NP_596897
Q924S4	NP_446101
Q924S5	NP_596895
Q924T4	NP_596884
Q924T8	NP_446093
Q924T9	NP_596904
Q924U0	NP_446092
Q924U1	NP_076482
Q924U5	NP_596887
Q924V1	NP_445976
Q924Y4	NP_254277
Q924Y8	NP_620246
Q925B4	NP_445777
Q925B5	NP_110466
Q925C0	NP_445776
Q925F0	NP_445847
Q925N3	NP_775175
Q925Q4	NP_598303
Q925Q9-2	NP_445812
Q925R7	NP_570098
Q925T0	NP_001029204
Q925T8	NP_536730
Q99041	NP_073204
Q99068	XP_001058156
Q99068	XP_001058156
Q99J82	NP_596900
Q99JA2	NP_443211
Q99JA8	NP_203523
Q99JB3	NP_445917
Q99JD3	NP_598298
Q99JD4	NP_446174
Q99M63	NP_476543
Q99M75	NP_446065
Q99MA0	NP_446151
Q99MB4	NP_598219
Q99MC0	NP_569087
Q99MF4	NP_620816
Q99MF5	NP_598203
Q99MG9-1	NP_852030
Q99MH3	NP_445921
Q99MI7	NP_476553
Q99MK2-1	NP_001005872
Q99ML5	NP_659553
Q99MY2	NP_446050
Q99MZ4	NP_569107
Q99MZ8	NP_116002
Q99N02	NP_803434
Q99N34	NP_445814
Q99NA5	NP_446090
Q99NA7	NP_446076
Q99NB7	NP_570103
Q99ND9	NP_671487
Q99NI4	NP_599244
Q99P55	XP_343082
Q99P63	NP_599223
Q99P67	NP_085073
Q99P74	NP_445911
Q99P75	NP_445910
Q99P77	NP_446141
Q99P84	NP_446210
Q99P85	NP_445785
Q99PD2	NP_446040
Q99PD4	NP_112408
Q99PE6	NP_775149
Q99PE7	NP_446206
Q99PF5	NP_598286
Q99PJ7	NP_775452
Q99PK0	NP_620809
Q99PP0	NP_113904
Q99PR0	NP_445858
Q99PT0	NP_445977
Q99PV3	NP_112649
Q99PW3	NP_113710
Q99PW5	NP_446462
Q99PW6	NP_113945
Q99PW7	NP_446081
Q9EP80	NP_445912
Q9EP86	NP_071627
Q9EPB1	NP_114179
Q9EPF2-1	NP_076473
Q9EPF2-2	NP_001029181
Q9EPH0	NP_110467
Q9EPH1-1	NP_071594
Q9EPH2	NP_110489
Q9EPH8	NP_599180
Q9EPI6-1	NP_476538
Q9EPI8	NP_445951
Q9EPI9	NP_598294
Q9EPJ0	NP_073636
Q9EPJ3	NP_001013224
Q9EPT8	NP_446055
Q9EPV5	NP_076469
Q9EPX0	NP_446064
Q9EPX4	NP_073637
Q9EPY0	NP_071639
Q9EPZ7	NP_445893
Q9EPZ8	NP_445890
Q9EQ25	NP_570104
Q9EQ60	NP_722521
Q9EQ76	NP_445885
Q9EQD2	NP_076470
Q9EQE1	NP_076479
Q9EQH1	NP_445869
Q9EQL5	NP_446237
Q9EQP5	NP_445837
Q9EQR2	NP_445802
Q9EQS0	NP_113999
Q9EQT1-1	NP_076452
Q9EQT5	NP_446034
Q9EQV6	NP_112647
Q9EQV8	NP_445978
Q9EQV9	NP_446069
Q9EQX9	NP_446380
Q9EQY6	NP_077058
Q9EQZ1	NP_112635
Q9ER24	NP_579847
Q9ER26	NP_076456
Q9ER30	NP_476539
Q9ER31	NP_445950
Q9ER34	NP_077374
Q9ERA7	NP_113846
Q9ERB4-1	XP_001058357
Q9ERB4-2	XP_001058160
Q9ERE6-1	NP_446266
Q9ERE6-2	NP_001029194
Q9ERH3-1	NP_076465
Q9ERQ6-1	NP_598413
Q9ERQ6-2	NP_062157
Q9ERR2	NP_620808
Q9ERS0	NP_071629
Q9ERS1	NP_071628
Q9ERU2	NP_001012763
Q9ERZ8	NP_076460
Q9ES08	NP_445857
Q9ES19	NP_077379
Q9ES38	NP_077057
Q9ES39	NP_445799
Q9ES40	NP_076462
Q9ES45-1	NP_077055
Q9ES54	NP_542144
Q9ES58	NP_076443
Q9ES66	NP_113861
Q9ES67	NP_076472
Q9ES71	NP_445862
Q9ES72	NP_112617
Q9ESC1-1	NP_071630
Q9ESC2	NP_071626
Q9ESE2	NP_476490
Q9ESG3	NP_066125
Q9ESH6	NP_071614
Q9ESI7	NP_445831
Q9ESK8	NP_076450
Q9ESM0	NP_445768
Q9ESM2	NP_071621
Q9ESP4	NP_113884
Q9ESQ4	NP_071611
Q9ESQ5	XP_574447
Q9ESQ9	NP_076442
Q9ESR9	NP_077372
Q9EST6	NP_571986
Q9EST9	NP_076451
Q9ESY6	NP_110483
Q9ESZ0	NP_445887
Q9ET20	NP_113913
Q9ET58	NP_001007685
Q9ET61	NP_445835
Q9ET62	NP_076448
Q9ET64	NP_112650
Q9JHB5	NP_071598
Q9JHC6	NP_113778
Q9JHE8	NP_067606
Q9JHG3	NP_112639
Q9JHJ1	NP_113834
Q9JHL3	NP_068544
Q9JHL4-2	NP_112642
Q9JHS1	NP_075578
Q9JHU5	NP_068531
Q9JHU6	NP_077322
Q9JHW0	NP_445984
Q9JHW1-1	NP_036968
Q9JHX0	NP_445905
Q9JHY1	NP_446248
Q9JHY2	NP_075237
Q9JHY7	NP_071610
Q9JHY8	NP_110482
Q9JHZ9	NP_665719
Q9JI24	NP_579845
Q9JI51-2	NP_075589
Q9JI61	NP_071616
Q9JI66-1	NP_445876
Q9JI85	NP_067695
Q9JI92	NP_114192
Q9JI93	NP_071576
Q9JID1-1	NP_071601
Q9JID2	NP_112295
Q9JIH7	NP_446246
Q9JII3	NP_446243
Q9JII4	NP_612536
Q9JII9	NP_445867
Q9JIK1-1	NP_612534
Q9JIL3-2	NP_445864
Q9JIL9	NP_620228
Q9JIM0	NP_071615
Q9JIM4	NP_071584
Q9JIP0-1	NP_446239
Q9JIR1	XP_001064396
Q9JIR1	XP_001064396
Q9JIR3	NP_075220
Q9JIR4-2	NP_439894
Q9JIS1-10	NP_665888
Q9JIS4	NP_075584
Q9JIT3	NP_445852
Q9JJ09	NP_445832
Q9JJ19	NP_067605
Q9JJ25	NP_113822
Q9JJ31	NP_073174
Q9JJ40	NP_113900
Q9JJ46	NP_476478
Q9JJ50-2	NP_062260
Q9JJ54-1	NP_077380
Q9JJ73	NP_064485
Q9JJ74	NP_113833
Q9JJH2	NP_071591
Q9JJH3	NP_075587
Q9JJH5-1	NP_001029137
Q9JJH5-3	NP_001029136
Q9JJH5-4	NP_536725
Q9JJI5	NP_075588
Q9JJK4	NP_112640
Q9JJL4	NP_445974
Q9JJM9-2	NP_446383
Q9JJP0	NP_112410
Q9JJP6-1	NP_062094
Q9JJP9	NP_446199
Q9JJS8-1	NP_742040
Q9JJV7	NP_071571
Q9JJW1	NP_072111
Q9JJW3	NP_598228
Q9JK00	NP_620797
Q9JK11-1	NP_114019
Q9JK15	NP_064486
Q9JK41	NP_598284
Q9JK66-1	NP_064478
Q9JK72	NP_445877
Q9JK79-1	NP_620811
Q9JKA7	NP_067690
Q9JKA8	NP_446137
Q9JKA9	NP_446136
Q9JKB0	NP_445827
Q9JKB8	NP_612532
Q9JKC9	XP_001081085
Q9JKD6	NP_113889
Q9JKE3	NP_113914
Q9JKE7	NP_647551
Q9JKE9	XP_001069942
Q9JKE9	XP_001069942
Q9JKF0	NP_775458
Q9JKF8	XP_001077321
Q9JKF8	XP_001077321
Q9JKL9	NP_620216
Q9JKM5	NP_068543
Q9JKR5	NP_659564
Q9JKS6-1	NP_064483
Q9JKT5	NP_076489
Q9JKT7	NP_076487
Q9JKT8	NP_076486
Q9JKT9	NP_076485
Q9JKU0	NP_076484
Q9JKU1	NP_076483
Q9JKY3	NP_073169
Q9JL55	NP_116004
Q9JLB5	NP_072161
Q9JLD2	NP_446231
Q9JLG9	NP_067601
Q9JLH6	NP_663773
Q9JLH7	NP_077814
Q9JLM2	NP_071595
Q9JLN4	NP_445825
Q9JLP1	NP_071585
Q9JLS3	NP_073193
Q9JLS4	NP_445996
Q9JLS8	NP_064484
Q9JLT6	NP_073175
Q9JLT7-1	NP_446130
Q9JLU4-1	NP_067708
Q9JLZ1-1	NP_116003
Q9JLZ9	NP_072159
Q9JM00	NP_072158
Q9JM04	NP_446230
Q9JM47	NP_115851
Q9JM53	NP_112646
Q9JM59-1	NP_064479
Q9JM59-2	NP_064480
Q9JM59-3	NP_001029133
Q9JM80	NP_071589
Q9JMB5	NP_113896
Q9JMC1	NP_598246
Q9JMD2	NP_113835
Q9JMD7	NP_445973
Q9JMG6	NP_620225
Q9JMH2	NP_647547
Q9JMI9	NP_068539
Q9P290	NP_803156
Q9QUH3	NP_542143
Q9QUL0	NP_112606
Q9QUR2-1	NP_445856
Q9QUS1	NP_075230
Q9QW07-1	NP_077329
Q9QW30	NP_077334
Q9QWG5-2	NP_446369
Q9QWJ9	NP_659566
Q9QWM1-1	NP_068510
Q9QWN8	NP_062040
Q9QWS8	NP_659563
Q9QX05	NP_062051
Q9QX67	NP_071971
Q9QX69	NP_446175
Q9QX72	NP_076492
Q9QX73-1	NP_076447
Q9QX74-2	NP_597685
Q9QX74-4	NP_597684
Q9QX74-7	NP_958738
Q9QX78	NP_665886
Q9QXI3	NP_620196
Q9QXJ0	NP_612545
Q9QXL7	NP_612541
Q9QXN1	NP_569113
Q9QXN2	NP_612546
Q9QXN4	NP_665714
Q9QXQ5	NP_445854
Q9QXQ6	NP_072155
Q9QXU2	NP_742065
Q9QXU8	NP_665715
Q9QXU9	NP_062152
Q9QXY2-1	NP_062251
Q9QXY4	NP_445792
Q9QXY8	NP_001007613
Q9QY02-1	NP_596914
Q9QY10	NP_072125
Q9QY16-1	NP_113818
Q9QY17-3	NP_570096
Q9QY44	NP_203503
Q9QY78	NP_445807
Q9QYC5	XP_001062802
Q9QYC5	XP_001062802
Q9QYC6	NP_476549
Q9QYE7	NP_113879
Q9QYF3	NP_071514
Q9QYH7-1	NP_067701
Q9QYJ2	NP_113762
Q9QYJ4-1	NP_071574
Q9QYK2	NP_112637
Q9QYK3	NP_071522
Q9QYL8	NP_112632
Q9QYM0	NP_446376
Q9QYN5	NP_112618
Q9QYN8-1	NP_445958
Q9QYP1	NP_112612
Q9QYU1	XP_001057414
Q9QYU2	XP_001054607
Q9QYU3	XP_001058122
Q9QYU4	NP_446407
Q9QYU7	NP_599242
Q9QYV0	NP_064704
Q9QYW0	NP_446172
Q9QYW1	NP_075410
Q9QYW3	NP_598212
Q9QYW3	NP_598212
Q9QYW5	NP_110474
Q9QZ48	NP_446454
Q9QZ58	NP_113938
Q9QZ76	NP_067599
Q9QZ86	NP_068522
Q9QZA1	NP_058876
Q9QZA6	NP_071968
Q9QZC4	NP_775174
Q9QZE3	NP_640355
Q9QZH0	NP_072145
Q9QZH2	NP_072144
Q9QZH4	NP_072149
Q9QZH7	NP_071608
Q9QZH8	NP_065413
Q9QZK8	NP_612548
Q9QZK9	NP_067696
Q9QZL2	NP_445860
Q9QZM5	NP_077373
Q9QZM6-1	NP_064475
Q9QZN9	NP_065418
Q9QZP1	NP_445841
Q9QZQ4	NP_062033
Q9QZQ5	NP_110495
Q9QZR6-1	NP_789826
Q9QZR8	NP_075229
Q9QZT3	NP_058872
Q9QZU7	NP_072151
Q9QZX8-2	NP_113838
Q9R006	NP_071975
Q9R010	NP_112407
Q9R012	NP_114009
Q9R050	NP_445810
Q9R063-1	NP_446062
Q9R066-2	NP_446022
Q9R080-1	NP_653346
Q9R0A8	NP_620219
Q9R0C5	NP_075215
Q9R0D6	NP_071979
Q9R0E0	NP_113983
Q9R0I6	NP_071567
Q9R0I8	NP_446378
Q9R0K8	NP_071566
Q9R0L4-2	NP_852027
Q9R0Q2	NP_067688
Q9R0R3	NP_113800
Q9R0T3	NP_071568
Q9R0T4	NP_112624
Q9R0W1-1	NP_001035970
Q9R0W1-2	NP_062207
Q9R0Z3	NP_113738
Q9R0Z7	NP_599225
Q9R103	NP_445842
Q9R141	NP_071606
Q9R154	NP_062087
Q9R172	NP_064472
Q9R186	NP_446138
Q9R189	NP_620199
Q9R193-1	NP_445833
Q9R1A0	NP_443213
Q9R1A7	NP_443212
Q9R1B1	NP_445823
Q9R1E9	NP_071602
Q9R1J4	NP_110492
Q9R1J8	NP_446119
Q9R1K2-2	NP_064473
Q9R1M3-1	NP_075212
Q9R1N3-2	NP_478118
Q9R1Q2-1	NP_446114
Q9R1S4	NP_001004210
Q9R1S9	NP_110486
Q9R1T1	NP_446083
Q9R1T3	NP_899159
Q9R1T5	NP_077375
Q9R1T7-1	NP_072132
Q9R1T9	NP_446082
Q9R1U5	NP_067725
Q9R1U9	NP_068621
Q9R1V3	NP_067724
Q9R1Z0-1	NP_112645
Q9R237-2	NP_446229
Q9R283	NP_072160
Q9WTL3-1	NP_059004
Q9WTQ6	NP_653356
Q9WTQ7	NP_001071108
Q9WTR7	NP_705892
Q9WTT2	NP_075236
Q9WTT6	NP_113964
Q9WTT7	NP_599229
Q9WTV1	NP_446012
Q9WTV5	NP_569114
Q9WTW1-3	NP_612544
Q9WTW7	NP_059011
Q9WTY0	NP_071517
Q9WTY8	NP_077815
Q9WTZ3	NP_446021
Q9WU49	NP_690003
Q9WU68	NP_742030
Q9WU70-1	NP_848035
Q9WU70-2	NP_110470
Q9WU70-3	NP_848036
Q9WU74-1	NP_116005
Q9WU82	NP_445809
Q9WUC4	NP_445811
Q9WUC8	NP_068525
Q9WUF4	NP_114015
Q9WUK0	NP_446132
Q9WUK5	NP_072136
Q9WUL0	NP_072137
Q9WUQ1	NP_077376
Q9WUQ3	NP_068538
Q9WUS0	NP_058831
Q9WUW3	NP_077071
Q9WUW8	NP_598231
Q9WV41	NP_072105
Q9WV48-1	NP_113939
Q9WV50	NP_620202
Q9WV59	NP_073635
Q9WV75	NP_612542
Q9WV78	NP_064471
Q9WV87	NP_446135
Q9WV97	XP_001072892
Q9WV97	XP_001072892
Q9WVA1	NP_445822
Q9WVA9	NP_072108
Q9WVB7	NP_446066
Q9WVB9	NP_114008
Q9WVC0	NP_072138
Q9WVC7	NP_072140
Q9WVE9-1	XP_001059402
Q9WVH8	NP_062026
Q9WVJ4	NP_072121
Q9WVK7	NP_476534
Q9WVR6	NP_445894
Q9WVR7	NP_786931
Q9WVT0	NP_620810
Q9Z0H5	NP_476547
Q9Z0J5-1	NP_072106
Q9Z0J6	NP_062089
Q9Z0J8	NP_067714
Q9Z0K6	NP_277034
Q9Z0M4	NP_062063
Q9Z0N7	NP_114462
Q9Z0R8	XP_001076331
Q9Z0R8	XP_001076331
Q9Z0T0	XP_001058187
Q9Z0T0	XP_001058187
Q9Z0U4-2	NP_112290
Q9Z0V6	NP_071985
Q9Z0W0	NP_068620
Q9Z0W5	NP_058990
Q9Z0W7	NP_114006
Q9Z0Y8-1	NP_064469
Q9Z0Z5	NP_074057
Q9Z118	NP_112636
Q9Z136	NP_068626
Q9Z137	NP_072131
Q9Z142	NP_067703
Q9Z143	NP_062145
Q9Z144	NP_598283
Q9Z158	NP_663775
Q9Z1A5	NP_114461
Q9Z1A6	NP_742036
Q9Z1C8	NP_067722
Q9Z1E1-2	NP_073192
Q9Z1F1	XP_001074118
Q9Z1J8	XP_001067306
Q9Z1J8	XP_001067306
Q9Z1K9	NP_064702
Q9Z1L0	NP_445933
Q9Z1L1	NP_113890
Q9Z1M9	NP_113871
Q9Z1N1	NP_446168
Q9Z1N4	NP_741987
Q9Z1P2	NP_112267
Q9Z1P3	NP_068618
Q9Z1S7	NP_114005
Q9Z1T4-2	NP_067718
Q9Z1W6-1	NP_596889
Q9Z1X1	NP_058945
Q9Z1Y3	NP_112623
Q9Z1Z1	NP_113787
Q9Z1Z9	NP_775148
Q9Z213	NP_001019994
Q9Z214-1	NP_113895
Q9Z244	NP_476536
Q9Z250-1	NP_445966
Q9Z252	NP_068526
Q9Z269	NP_068619
Q9Z272	NP_114002
Q9Z288	NP_058882
Q9Z2A6	NP_775453
Q9Z2I6	NP_113781
Q9Z2J5	NP_446007
Q9Z2J9	XP_001060475
Q9Z2J9	XP_001060475
Q9Z2K0	NP_113988
Q9Z2K3	NP_663776
Q9Z2L0	NP_112643
Q9Z2L9	NP_114173
Q9Z2M4	NP_741993
Q9Z2N4	NP_067712
Q9Z2N5	NP_067711
Q9Z2P3	NP_446004
Q9Z2P5	NP_647558
Q9Z2Q3	NP_742037
Q9Z2Q7	NP_113844
Q9Z2S9-2	NP_114018
Q9Z2V2	NP_445805
Q9Z2X3	NP_446377
Q9Z2X5	NP_445762
Q9Z2Y1	NP_112630
Q9Z2Y9	NP_112626
Q9Z2Z8	NP_071784
Q9Z301	NP_113866
Q9Z311	NP_058905
Q9Z325	NP_062125
Q9Z327-3	NP_067727
Q9Z330-1	NP_445806
Q9Z335	NP_671476
Q9Z336	NP_112608
Q9Z340-1	NP_112514
A0A4Z3	NP_612533
A0A5C5	NP_058691
A0FKI7	NP_001071103
O08627	NP_064464
O08718	NP_067732
O08724	NP_114463
O08769	NP_113950
O08771	NP_620264
O08779	NP_037056
O08781	NP_071993
O08873	NP_446037
O08961	NP_446035
O09014	NP_653359
O09179	NP_653360
O19445	NP_996730
O35055	NP_113934
O35095	NP_445995
O35187	NP_037058
O35260	NP_599240
O35266	NP_775437
O35267	NP_775439
O35268	NP_775440
O35269	NP_775153
O35270	NP_775438
O35271	NP_775442
O35370	NP_113959
O35410	NP_113965
O35413	NP_446222
O35487	NP_113880
O35531	NP_064466
O35567	NP_112276
O35754	XP_001064109
O35761	NP_631922
O35778	NP_036877
O35788	NP_113997
O35797	NP_071552
O35812	NP_037136
O35823	NP_775166
O35932	NP_071577
O35946	NP_742014
O35956	NP_058920
O35977	NP_036882
O54728	NP_620253
O54745	NP_599227
O54753	NP_775427
O54755	NP_072129
O54854	NP_062048
O54857	NP_113794
O54871	NP_062134
O54880	NP_598275
O54963	NP_113976
O55006	NP_113725
O55147	NP_037202
