UNIPROT	GI
Q3TEZ2	13878227
Q3TF05	19527322
Q3TF18	20806109
Q3TF33	31980738
Q3TF73	31560724
Q3TFB1	6754220
Q3TFC7	20070418
Q3TFU3	13507638
Q3TFU8	13385718
Q3TFX6	31981551
Q3TFY6	13385298
Q3TFY9	47894401
Q3TG21	13384916
Q3TG27	21313374
Q3TG35	28269703
Q3TG43	38016154
Q3TG68	6755921
Q3TG77	19387852
Q3TG81	82891489
Q3TG81	82891812
Q3TG81	94371330
Q3TG86	84370298
Q3TGB7	17505218
Q3TGC6	76677895
Q3TGQ4	116812875
Q3TGY6	94363535
Q3TH02	83999999
Q3TH47	94375387
Q3THA3	21312068
Q3THD3	31980985
Q3THD7	31981826
Q3THH1	82941744
Q3THJ3	58037183
Q3THQ0	67514549
Q3THQ7	29789321
Q3THR7	34787417
Q3THT5	58037311
Q3THU0	31981965
Q3THV3	30023812
Q3THX5	18079351
Q3TI78	18087805
Q3TI78	94404463
Q3TI78	94405428
Q3TI78	94407370
Q3TI98	31981400
Q3TIA3	13384840
Q3TIE8	31982856
Q3TIL3	30519943
Q3TIN2	55741703
Q3TIQ4	22122351
Q3TIT2	38348484
Q3TIT7	40254593
Q3TIT8	71143150
Q3TIT9	29126205
Q3TIU4	40538842
Q3TIV0	30794512
Q3TIX6	84370320
Q3TIY5	21312960
Q3TJ02	31980721
Q3TJ22	82524294
Q3TJ26	19527012
Q3TJA5	31980798
Q3TJB9	10181206
Q3TJK0	33468989
Q3TJM2	27369832
Q3TJQ7	18875342
Q3TJV7	6755338
Q3TJW2	74959742
Q3TJX2	85702039
Q3TK02	28893497
Q3TKB8	85702069
Q3TKJ1	66792794
Q3TKM0	12963795
Q3TKM3	31982050
Q3TKR3	13878219
Q3TKS0	31560731
Q3TKU3	31982302
Q3TKY6	110625681
Q3TL09	85702256
Q3TL26	84490373
Q3TL33	41282022
Q3TL44	30410746
Q3TL54	85702270
Q3TL89	82799568
Q3TL89	82884228
Q3TL89	94367991
Q3TLB8	19527154
Q3TLD5	83649729
Q3TLE7	42476294
Q3TLG9	13385378
Q3TLH3	31559970
Q3TLJ2	30519993
Q3TLK6	85662379
Q3TLP1	6678113
Q3TLP2	75677504
Q3TLP9	85701534
Q3TLR2	29244484
Q3TLS3	30520205
Q3TLS4	85701951
Q3TLS5	34850072
Q3TLU3	50233828
Q3TLV7	94399567
Q3TLY5	7305089
Q3TLY9	21553067
Q3TLY9	82891398
Q3TLY9	82891400
Q3TM07	84781795
Q3TM17	31560116
Q3TM41	75677397
Q3TM80	13386440
Q3TMB8	29788764
Q3TMC9	13507609
Q3TME6	31980942
Q3TML0	58037267
Q3TMN6	75677476
Q3TMP1	75677510
Q3TMP8	21362331
Q3TMQ2	56785430
Q3TMQ2	83776585
Q3TMQ6	29789437
Q3TMV7	110625837
Q3TMW1	75677623
Q3TMW2	27370514
Q3TMX5	110625813
Q3TMY2	19526954
Q3TMY2	30017389
Q3TMY5	30520283
Q3TN34	30424677
Q3TN48	85702252
Q3TN73	94406204
Q3TN86	87299617
Q3TNE6	84872185
Q3TNF8	82951844
Q3TNL1	6996917
Q3TNM1	31543733
Q3TNN2	110625699
Q3TNN6	110227377
Q3TNN6	110227379
Q3TNP4	82949186
Q3TNP4	94395777
Q3TNQ6	82918306
Q3TNQ6	82919139
Q3TNQ6	94385375
Q3TNS7	31542215
Q3TNT3	40254332
Q3TNW5	84370308
Q3TP03	30520071
Q3TPH0	28827826
Q3TPH6	82942725
Q3TPH6	82943514
Q3TPH6	94394084
Q3TPI5	110625690
Q3TPJ3	85986643
Q3TPJ5	19527014
Q3TPQ0	85662393
Q3TPQ7	85702035
Q3TPR1	82936558
Q3TPX9	84370254
Q3TPY9	82893623
Q3TPY9	82893760
Q3TQ61	28893065
Q3TQ64	85701883
Q3TQ67	83000433
Q3TQ88	28892919
Q3TQ93	8394133
Q3TQF0	31981581
Q3TQG9	110625613
Q3TQH2	85701646
Q3TQI1	89179302
Q3TQQ1	85701612
Q3TQR0	21704172
Q3TQR2	40254169
Q3TQS0	84370292
Q3TQS4	85702304
Q3TQX0	85702117
Q3TQZ4	83020517
Q3TR02	21450247
Q3TR08	83921579
Q3TR11	85702230
Q3TR21	94364964
Q3TR26	27370442
Q3TR44	85702298
Q3TR57	94400980
Q3TR98	31981430
Q3TRB6	110625798
Q3TRE0	6754476
Q3TRG0	85701955
Q3TRG1	51036615
Q3TRL5	71043802
Q3TRL6	85701909
Q3TRL8	85702187
Q3TRM5	94375220
Q3TRM7	82992640
Q3TRM7	82992934
Q3TRM7	94402637
Q3TRM7	94403580
Q3TRN2	85702025
Q3TRR3	24233504
Q3TRS4	82956329
Q3TRS4	82956567
Q3TRT7	85701704
Q3TRW8	28893487
Q3TRZ0	85702027
Q3TS19	116063531
Q3TS39	85701682
Q3TS40	34328173
Q3TS71	30425296
Q3TS85	6677699
Q3TS87	85702159
Q3TSA3	82883273
Q3TSA3	94364655
Q3TSA3	94365917
Q3TSA9	85702119
Q3TSB2	21312432
Q3TSD1	20373157
Q3TSN4	82881430
Q3TSN4	82882630
Q3TSN4	94365538
Q3TSR8	85702334
Q3TSX8	27552760
Q3TT60	40789284
Q3TTA1	83921581
Q3TTB6	88703047
Q3TTB7	52138552
Q3TTC2	30142720
Q3TTD8	94409747
Q3TTD8	94409749
Q3TTD8	94409821
Q3TTD8	94409823
Q3TTD8	94409825
Q3TTD9	82893864
Q3TTD9	82894321
Q3TTD9	94373501
Q3TTJ2	94380200
Q3TTJ2	94381926
Q3TTJ2	94381928
Q3TTJ4	85986611
Q3TTK3	85701766
Q3TTL4	34328069
Q3TTN5	29244012
Q3TTP0	85701672
Q3TTS0	82934681
Q3TTS0	94391608
Q3TTS5	30725855
Q3TTW4	29244577
Q3TTY0	82896610
Q3TTY0	94374654
Q3TTZ7	94371803
Q3TU38	85701977
Q3TU54	82891437
Q3TU91	19527176
Q3TUB1	85861186
Q3TUD3	13385672
Q3TUD7	76253779
Q3TUD9	94392656
Q3TUF0	110625935
Q3TUF2	85677482
Q3TUQ8	21311877
Q3TUS8	46518506
Q3TUU5	82878909
Q3TUU5	82878911
Q3TUU5	82878917
Q3TUU5	82878919
Q3TUU5	82878923
Q3TUU5	82878925
Q3TUU5	82879374
Q3TUU5	82879380
Q3TUU5	82879382
Q3TUU5	82879386
Q3TUU5	82879388
Q3TUU5	82879390
Q3TUU5	94365004
Q3TUU8	84871981
Q3TUX1	75677587
Q3TV65	110626001
Q3TV68	44662811
Q3TV71	29789014
Q3TV84	31560378
Q3TV92	82892790
Q3TV92	94373112
Q3TVC1	22902118
Q3TVE3	21312760
Q3TVE4	85702244
Q3TVI3	89274171
Q3TVK3	31560449
Q3TVL4	6754672
Q3TVL7	13447398
Q3TVM8	28892701
Q3TVP8	31560553
Q3TVQ0	31559887
Q3TVV5	6752998
Q3TVV6	7949051
Q3TVY0	27229063
Q3TW04	110625673
Q3TW82	6754098
Q3TWB1	94406340
Q3TWF6	94398367
Q3TWF6	94398395
Q3TWF6	94399324
Q3TWH2	31543330
Q3TWH9	85702226
Q3TWI4	31982122
Q3TWI9	37718987
Q3TWJ1	13489062
Q3TWQ4	31980654
Q3TWQ8	28603820
Q3TWR7	13654264
Q3TWT0	29789239
Q3TX02	21312000
Q3TX51	31541886
Q3TX74	6755879
Q3TX93	40254536
Q3TXD0	24418876
Q3TXG2	8393739
Q3TXH2	30424699
Q3TXJ4	21703344
Q3TXK4	40254588
Q3TXK7	41054806
Q3TXN5	6753092
Q3TXR0	110625735
Q3TXV4	19526850
Q3TXW7	45504365
Q3TXX4	33859827
Q3TXZ4	82956331
Q3TXZ4	82956573
Q3TY37	21918869
Q3TY45	29244474
Q3TY87	6753814
Q3TY91	85701862
Q3TYC4	34328242
Q3TYE7	85702201
Q3TYG3	85702099
Q3TYL3	51092272
Q3TYN9	85702009
Q3TYP5	94404342
Q3TYP5	94404729
Q3TYP5	94405262
Q3TYP6	65301149
Q3TYR5	85701927
Q3TYU2	28316742
Q3TYU5	31980740
Q3TYV0	27544935
Q3TYW4	85986673
Q3TYX8	85702191
Q3TYZ5	16716459
Q3TZ06	18141559
Q3TZ22	82902881
Q3TZ22	94418346
Q3TZ26	87299609
Q3TZ54	94389897
Q3TZ65	85701995
Q3TZ89	94406018
Q3TZ97	6753472
Q3TZB0	94375887
Q3TZD9	85701840
Q3TZI6	27370262
Q3TZJ2	13385542
Q3TZJ4	94407993
Q3TZL1	77377292
Q3TZM9	34147157
Q3TZN9	83716009
Q3TZP6	94398779
Q3TZP6	94399644
Q3TZP9	47271533
Q3TZR9	22122557
Q3TZT1	82887686
Q3TZT1	82887688
Q3TZW0	75677530
Q3TZW5	29126215
Q3TZW6	75677474
Q3TZX8	21311971
Q3TZY8	82995953
Q3TZY8	82996809
Q3TZY8	94405256
Q3U009	31981683
Q3U014	82936122
Q3U060	85702171
Q3U063	29244048
Q3U095	21313426
Q3U0B9	22122779
Q3U0D9	27369638
Q3U0F5	61656175
Q3U0F6	83004214
Q3U0F9	15212492
Q3U0H0	76253881
Q3U0H1	76443670
Q3U0J0	94363723
Q3U0J0	94363765
Q3U0J0	94365283
Q3U0J4	77861903
Q3U0K5	21536244
Q3U0K7	31982053
Q3U0K9	110347410
Q3U0L2	21539623
Q3U0M1	68264926
Q3U0M4	40254343
Q3U0N5	37574052
Q3U0P3	84370268
Q3U0Q6	82998378
Q3U0Q6	94406640
Q3U0R7	31543799
Q3U0U2	94391276
Q3U0U6	6680267
Q3U0V1	51492007
Q3U0V2	75677522
Q3U0V6	41281921
Q3U0W8	20070410
Q3U0X9	77861889
Q3U0Z5	89337263
Q3U109	30794210
Q3U125	27229101
Q3U132	34304048
Q3U142	52345413
Q3U151	94384990
Q3U173	82887277
Q3U173	82887708
Q3U176	22122537
Q3U179	75677456
Q3U182	58037361
Q3U190	57977299
Q3U1A8	82896632
Q3U1A8	82897295
Q3U1A8	94376145
Q3U1A9	23346531
Q3U1B7	77861893
Q3U1D9	75677532
Q3U1F1	75677460
Q3U1G5	29244084
Q3U1H4	75677506
Q3U1Q1	21312440
Q3U1S0	84875502
Q3U1T9	110626175
Q3U1U7	6753016
Q3U1U9	75677418
Q3U1V8	94393394
Q3U1W8	90403595
Q3U213	85701654
Q3U227	39841059
Q3U228	27370070
Q3U262	75677446
Q3U263	21312508
Q3U284	75677480
Q3U291	33468847
Q3U2A5	29244042
Q3U2A8	40254283
Q3U2B0	23956258
Q3U2B1	7304873
Q3U2C6	27369650
Q3U2D5	76253877
Q3U2E2	31559961
Q3U2J3	46402201
Q3U2J5	38082924
Q3U2J5	82994677
Q3U2J5	94404076
Q3U2K0	110626029
Q3U2K7	42475992
Q3U2L0	58037487
Q3U2L7	31981402
Q3U2L7	84662747
Q3U2N7	6754634
Q3U2V3	84871976
Q3U2X6	7710020
Q3U2Y8	94363533
Q3U305	27369686
Q3U308	24418874
Q3U356	75677516
Q3U365	27370500
Q3U376	89111937
Q3U3D7	114205395
Q3U3E2	83582792
Q3U3G1	27369714
Q3U3G8	13443008
Q3U3I9	75677466
Q3U3J1	31982494
Q3U3J5	21311992
Q3U3L6	14149732
Q3U3L7	110625631
Q3U3M5	94393560
Q3U3N0	56785426
Q3U3P2	83582788
Q3U3R4	31981342
Q3U3V1	110625994
Q3U3V5	6679719
Q3U3V8	82907272
Q3U3V8	82913805
Q3U3W2	75677514
Q3U3W5	94383680
Q3U3W5	94384183
Q3U3W5	94385213
Q3U3Z1	82882036
Q3U3Z1	82882931
Q3U413	75750501
Q3U417	83030264
Q3U417	83030278
Q3U435	75677470
Q3U442	30841004
Q3U447	9055372
Q3U464	84781808
Q3U465	31543172
Q3U466	75677520
Q3U4A0	75677482
Q3U4A2	22129403
Q3U4A9	31982670
Q3U4B1	19526996
Q3U4B4	63735482
Q3U4B4	82999133
Q3U4B4	94406696
Q3U4B5	112983684
Q3U4C5	110347604
Q3U4E2	46309571
Q3U4E4	86355499
Q3U4F5	27369902
Q3U4G0	94366690
Q3U4I9	33469047
Q3U4K1	40254296
Q3U4K5	94397296
Q3U4K5	94397298
Q3U4K5	94397300
Q3U4L8	46358382
Q3U4M2	26986579
Q3U4Z0	94402486
Q3U515	82998843
Q3U531	83011536
Q3U547	31560680
Q3U549	31982165
Q3U560	34328142
Q3U564	84370029
Q3U595	85701660
Q3U5A6	21313316
Q3U5C1	31559855
Q3U5C7	84794611
Q3U5E8	40254377
Q3U5E9	94400341
Q3U5F4	23956354
Q3U5F6	6755452
Q3U5F9	66392581
Q3U5H3	110626025
Q3U5I6	31543946
Q3U5K6	85702143
Q3U5M3	110625732
Q3U5W6	45433562
Q3U677	31541909
Q3U6E5	31560244
Q3U6J0	82998257
Q3U6J0	82998831
Q3U6J0	94406522
Q3U6L0	83816907
Q3U6N9	16905135
Q3U6P9	31981053
Q3U6U5	23956274
Q3U6V0	32189430
Q3U6Z8	63493399
Q3U7C8	19705578
Q3U7E3	56118256
Q3U7M5	19527302
Q3U7R4	34328253
Q3U7S8	83002762
Q3U7U4	85702091
Q3U7X9	40254646
Q3U800	13386144
Q3U816	15723368
Q3U821	83523742
Q3U895	82994537
Q3U895	94402110
Q3U895	94404002
Q3U898	82881000
Q3U898	82881176
Q3U898	94365366
Q3U8M3	6677785
Q3U8M3	82887594
Q3U8M3	94367375
Q3U8M3	94368919
Q3U8N9	28570174
Q3U8P1	11612513
Q3U8R0	9910602
Q3U8U8	31560656
Q3U917	31982833
Q3U926	23956130
Q3U944	21312570
Q3U987	28974984
Q3U996	27734184
Q3U9A5	22122361
Q3U9N9	30794382
Q3U9V7	19527362
Q3U9Y7	110625744
Q3UA37	30424734
Q3UA76	6754698
Q3UA95	94377786
Q3UA95	94378041
Q3UA95	94378980
Q3UAD0	13385736
Q3UAI4	30794206
Q3UAK3	112181298
Q3UAP6	110625696
Q3UAV7	58037546
Q3UAW9	28076877
Q3UB35	31559966
Q3UB38	16905131
Q3UBE0	19526864
Q3UBI5	40254580
Q3UBL8	29126239
Q3UBS1	28077057
Q3UBV7	9910458
Q3UBY4	21704190
Q3UC49	20452466
Q3UD27	30520003
Q3UD32	10946582
Q3UDE2	33942091
Q3UDK1	26986577
Q3UDM0	62412947
Q3UDM6	31542014
Q3UDQ8	6677993
Q3UDU1	9910572
Q3UDU2	30520191
Q3UDU6	111120337
Q3UE12	22003890
Q3UE92	42476274
Q3UEA7	94378599
Q3UEA8	21704184
Q3UEB3	76677817
Q3UEC1	21630283
Q3UED7	85702067
Q3UEG6	73661178
Q3UEI8	27370342
Q3UEL0	7106255
Q3UEL9	46559749
Q3UEP4	71274184
Q3UEP6	74024924
Q3UEP8	40556296
Q3UER0	13624321
Q3UER4	6755034
Q3UER8	19527078
Q3UES2	60097914
Q3UET8	37674220
Q3UEY1	94536713
Q3UEY4	31542395
Q3UF16	33859596
Q3UF38	82922667
Q3UF38	82930229
Q3UF38	94387328
Q3UF55	82935251
Q3UF55	82936795
Q3UF55	94392132
Q3UF60	21312161
Q3UFA6	62990157
Q3UFB2	38077260
Q3UFB2	82891483
Q3UFB2	94371326
Q3UFC6	110625833
Q3UFF9	31542602
Q3UFJ0	6754714
Q3UFK8	13385676
Q3UFK9	6755913
Q3UFL2	27369613
Q3UFM5	85701971
Q3UFM6	11875215
Q3UFN5	84370266
Q3UFN7	6678319
Q3UFR0	28316804
Q3UFR1	83816935
Q3UFS4	62461575
Q3UFS4	82994615
Q3UFT3	85701963
Q3UFT4	40254402
Q3UFU5	17298686
Q3UFX2	31543003
Q3UFX6	6754690
Q3UFX8	7657353
Q3UFX9	6679249
Q3UFY4	55741725
Q3UFY8	21312876
Q3UFY9	85701670
Q3UG00	13507601
Q3UG06	20270210
Q3UG26	6677621
Q3UG32	31982367
Q3UG34	94406154
Q3UG42	114145507
Q3UG50	84781696
Q3UG80	31542061
Q3UGA8	94374541
Q3UGA8	94374856
Q3UGA8	94376408
Q3UGD5	85702031
Q3UGG1	28893247
Q3UGK8	85702043
Q3UGM2	85702207
Q3UGP3	85702199
Q3UGT0	85701911
Q3UGV8	27734132
Q3UGW3	31559920
Q3UGX3	75677610
Q3UGX5	94396720
Q3UGY0	40254501
Q3UGY8	85701756
Q3UGZ4	55926127
Q3UGZ7	23618914
Q3UGZ9	94406431
Q3UH07	82796184
Q3UH07	91206402
Q3UH07	94365989
Q3UH07	94366051
Q3UH09	84370219
Q3UH10	46575912
Q3UH11	31982145
Q3UH20	84490375
Q3UH26	79749980
Q3UH41	94396722
Q3UH45	51767047
Q3UH45	82942929
Q3UH68	50233830
Q3UH70	31560788
Q3UH76	82957612
Q3UH76	82957616
Q3UH76	82957634
Q3UH76	82958448
Q3UH76	82958452
Q3UH76	82958468
Q3UH76	82958470
Q3UH76	94398834
Q3UH76	94399169
Q3UH79	16507202
Q3UH93	58037103
Q3UH98	46402197
Q3UH99	85702193
Q3UHB2	86439987
Q3UHB8	56606029
Q3UHD2	85701893
Q3UHD3	75832043
Q3UHD6	94370153
Q3UHF3	94395728
Q3UHG1	75677549
Q3UHH1	94396652
Q3UHH1	94396707
Q3UHH1	94397853
Q3UHH2	85701678
Q3UHH3	94373894
Q3UHH5	84662745
Q3UHH8	85701786
Q3UHI4	84794627
Q3UHI9	85362701
Q3UHJ2	46519164
Q3UHJ8	19527280
Q3UHM3	110625645
Q3UHR6	84370380
Q3UHX8	51763993
Q3UHX8	82916860
Q3UHX8	94384725
Q3UHZ5	74315957
Q3UI07	47894404
Q3UI33	9789873
Q3UI43	30794446
Q3UI45	7106451
Q3UIA2	21362323
Q3UIB3	42517138
Q3UIC2	75677426
Q3UIF5	83745112
Q3UIJ9	85701616
Q3UIK0	6678976
Q3UIK2	21313614
Q3UIQ7	40556608
Q3UIR3	62909987
Q3UIW8	85701917
Q3UIX7	94390423
Q3UIY5	94401253
Q3UIY5	94536719
Q3UIZ8	83776559
Q3UJA5	94398971
Q3UJB3	74315896
Q3UJB7	21687248
Q3UJB9	31712002
Q3UJC8	40254365
Q3UJD6	47825366
Q3UJG9	21704120
Q3UJJ3	94398161
Q3UJN1	6678826
Q3UJP1	28077051
Q3UJV1	75677484
Q3UK06	13277362
Q3UK07	34732719
Q3UK10	26024311
Q3UK19	58037293
Q3UK22	94405719
Q3UK22	94406429
Q3UK37	29789353
Q3UK51	33469980
Q3UK59	45504359
Q3UK74	82882146
Q3UK74	82883108
Q3UK74	94365776
Q3UK83	85060507
Q3UKB9	22095013
Q3UKC7	85702219
Q3UKE3	34328226
Q3UKF7	85701925
Q3UKG7	40538819
Q3UKJ9	21703836
Q3UKK2	110625985
Q3UKK7	31542614
Q3UKN7	30017423
Q3UKR7	8394370
Q3UKT2	94396408
Q3UKT9	82995565
Q3UKT9	82995727
Q3UKT9	94405153
Q3UKU2	94395391
Q3UKU4	22122435
Q3UKV0	110626005
Q3UKX8	56744242
Q3UKY1	31543511
Q3UKZ7	85701959
Q3UKZ7	94404868
Q3UL33	94374931
Q3UL33	94374933
Q3UL33	94374935
Q3UL33	94375901
Q3UL33	94375903
Q3UL33	94375905
Q3UL53	84370318
Q3UL94	34328211
Q3UL96	13385626
Q3UL97	38079693
Q3UL97	51830914
Q3UL97	94400964
Q3ULA2	83649723
Q3ULA8	85702250
Q3ULB0	82524276
Q3ULB8	33859620
Q3ULC4	75812918
Q3ULC9	34328099
Q3ULD9	40255291
Q3ULE0	9910264
Q3ULF1	94395250
Q3ULF4	31981977
Q3ULG3	85701868
Q3ULJ0	34594657
Q3ULJ3	94383041
Q3ULJ3	94383117
Q3ULJ3	94384607
Q3ULJ8	85702209
Q3ULJ9	31982568
Q3ULK5	85986609
Q3ULM0	22122721
Q3ULM7	31981017
Q3ULP7	110625773
Q3ULQ2	85702071
Q3ULQ8	85702103
Q3ULS2	62990166
Q3ULU0	76253837
Q3ULW3	116812912
Q3ULW8	25014095
Q3ULY5	13195670
Q3ULZ2	75677486
Q3UM04	18129624
Q3UM18	30017373
Q3UM30	31542451
Q3UM47	8393787
Q3UM55	34328103
Q3UM59	28892907
Q3UM76	28202033
Q3UM83	75677524
Q3UMB1	75677508
Q3UMB5	30425240
Q3UMB7	113866022
Q3UMC3	26080429
Q3UMC8	6755668
Q3UMD3	94365558
Q3UME2	30520297
Q3UMK1	83423528
Q3UMK4	82919343
Q3UMM3	83776577
Q3UMN1	85701929
Q3UMR0	33386691
Q3UMZ3	82916530
Q3UMZ3	82916788
Q3UMZ3	94384694
Q3UN02	51770394
Q3UN02	82994555
Q3UN02	82994557
Q3UN02	82994965
Q3UN02	94404012
Q3UN02	94404014
Q3UN04	85986575
Q3UN08	94399075
Q3UN15	82902115
Q3UN20	82943704
Q3UN20	94393043
Q3UN22	85861156
Q3UN25	85701676
Q3UN27	111955033
Q3UN34	94373870
Q3UN36	21703834
Q3UN37	85702013
Q3UN44	85986633
Q3UN46	31543504
Q3UN52	85701688
Q3UN58	85701642
Q3UN63	85701919
Q3UN63	94379235
Q3UN70	85701830
Q3UN86	30424912
Q3UN95	16716593
Q3UNA4	27370162
Q3UNB2	21450349
Q3UNB8	85702141
Q3UNC7	33239370
Q3UNC9	85702318
Q3UND0	9055324
Q3UNE7	31982171
Q3UNH5	30841028
Q3UNN8	83627695
Q3UNQ6	29789052
Q3UNR4	6755178
Q3UNU4	85986651
Q3UNV2	51921287
Q3UNW3	74315894
Q3UNX0	113374119
Q3UNX2	21450073
Q3UNZ2	85702213
Q3UNZ3	13385070
Q3UNZ8	85701628
Q3UP31	83816909
Q3UP38	85701989
Q3UP44	85702336
Q3UP48	7305147
Q3UP49	21450243
Q3UP75	46402181
Q3UP79	84875515
Q3UPB8	82881414
Q3UPB8	82882620
Q3UPB8	94365540
Q3UPC2	23346457
Q3UPC5	21450059
Q3UPF8	46369479
Q3UPF9	6754356
Q3UPH1	110625811
Q3UPH7	110625819
Q3UPI1	18875328
Q3UPI2	31543887
Q3UPK4	85701844
Q3UPL6	85702258
Q3UPL8	94408558
Q3UPQ4	94386614
Q3UPQ5	21703954
Q3UPR0	85986585
Q3UPR7	85701935
Q3UPR8	85701640
Q3UPR9	85701802
Q3UPT6	94386803
Q3UPV7	84579895
Q3UPW2	6679629
Q3UPW3	82955463
Q3UPW3	82955763
Q3UPZ4	46559834
Q3UPZ5	85701874
Q3UQ17	84794629
Q3UQ19	84781783
Q3UQ28	75677555
Q3UQ38	85702033
Q3UQ39	94369904
Q3UQ41	84794609
Q3UQ74	85701921
Q3UQ91	61676219
Q3UQ94	93204854
Q3UQ97	85702223
Q3UQC2	21450061
Q3UQC9	94374596
Q3UQC9	94374870
Q3UQC9	94375123
Q3UQC9	94376382
Q3UQG2	85701662
Q3UQH6	85702049
Q3UQI7	23346459
Q3UQJ4	82975610
Q3UQK6	85702089
Q3UQL4	71480150
Q3UQM0	84370280
Q3UQN2	27369848
Q3UQP3	29789327
Q3UQS0	21704082
Q3UQS2	85701953
Q3UQT0	26986603
Q3UQU7	82942715
Q3UQU7	82943504
Q3UQU7	94394080
Q3UQV4	21313084
Q3UQV5	57222240
Q3UQZ7	110625916
Q3UR11	85861178
Q3UR16	6679062
Q3UR72	82921760
Q3UR72	94386007
Q3UR72	94386908
Q3UR76	85702236
Q3UR78	85701981
Q3UR93	82959071
Q3UR93	82964791
Q3UR93	94401074
Q3URB4	94388838
Q3URB5	84370240
Q3URC4	29789169
Q3URF5	13385976
Q3URF8	85702330
Q3URG2	85702065
Q3URH3	82524296
Q3URI6	75677614
Q3URJ8	50054090
Q3URK1	85701698
Q3URL6	85701666
Q3URN2	39841067
Q3URN6	74959908
Q3URQ4	85701696
Q3URQ7	27370130
Q3URR0	82932213
Q3URR0	82932695
Q3URR0	94389118
Q3URS2	62000642
Q3URS3	85701975
Q3URS9	21313384
Q3URT9	41235750
Q3URU3	85701702
Q3URU9	94364045
Q3URV3	85986631
Q3URY5	47564082
Q3URY6	85702203
Q3URZ6	85702001
Q3US05	38259210
Q3US07	94399401
Q3US12	6680672
Q3US20	110625876
Q3US41	34610209
Q3US44	85702163
Q3US60	85701858
Q3US95	85702328
Q3US97	85986663
Q3USB6	82907138
Q3USB6	82913712
Q3USC5	31560528
Q3USC6	82917066
Q3USC6	82917299
Q3USC6	94384919
Q3USE2	20982825
Q3USE9	113199767
Q3USG3	85701622
Q3USH1	82915380
Q3USH1	94382873
Q3USH2	83816911
Q3USI7	29789377
Q3USK3	85702282
Q3USL1	85986583
Q3USL2	85701630
Q3USM7	85701636
Q3USN8	94383637
Q3USN8	94385136
Q3USN9	22507345
Q3USQ2	94378586
Q3USQ7	85362733
Q3USR6	11967939
Q3USS0	85986635
Q3USS3	85701985
Q3USS5	85702131
Q3UST5	85701618
Q3USU4	75677410
Q3USU9	56090226
Q3USW5	67972421
Q3USX1	85701634
Q3USZ4	88900489
Q3UT08	83816897
Q3UT09	21703914
Q3UT11	85702077
Q3UT16	82958929
Q3UT16	82964488
Q3UT16	94400970
Q3UT17	85701598
Q3UT21	85702254
Q3UT27	94393360
Q3UT27	94394612
Q3UT27	94410468
Q3UT34	94398632
Q3UT34	94398933
Q3UT34	94399479
Q3UT38	91064865
Q3UT50	94419608
Q3UT53	85702105
Q3UT54	31560756
Q3UT56	13385026
Q3UT66	85702195
Q3UT71	94400077
Q3UT71	94400394
Q3UT75	85701592
Q3UT76	85701614
Q3UT80	85701957
Q3UT85	82999279
Q3UT86	85702264
Q3UT86	94419682
Q3UTA4	83010187
Q3UTA4	94392989
Q3UTA4	94392991
Q3UTA4	94392995
Q3UTA4	94392997
Q3UTA8	82904691
Q3UTA8	82904693
Q3UTA8	85702276
Q3UTA8	94411961
Q3UTA9	85701778
Q3UTB2	63475945
Q3UTB2	82880879
Q3UTB2	82881038
Q3UTB2	82881042
Q3UTD9	115392146
Q3UTG5	94377362
Q3UTG5	94377541
Q3UTG5	94377557
Q3UTG5	94378609
Q3UTJ2	94384941
Q3UTJ7	38570123
Q3UTJ7	38570125
Q3UTS4	31745135
Q3UTT3	85986615
Q3UTW4	51036631
Q3UTY0	21704150
Q3UTY6	94536769
Q3UTZ3	23346609
Q3UTZ5	85701824
Q3UU15	6680646
Q3UU15	83582786
Q3UU35	75677551
Q3UU41	113865879
Q3UU69	13385856
Q3UU94	85702266
Q3UUA0	85701931
Q3UUB3	38077393
Q3UUB3	82956579
Q3UUB3	82956827
Q3UUB3	82956835
Q3UUD2	71892418
Q3UUE9	85701850
Q3UUF3	94374702
Q3UUF8	30425186
Q3UUG0	111185920
Q3UUI3	110626050
Q3UUI6	21312175
Q3UUJ8	85702125
Q3UUK3	21687214
Q3UUM3	85701694
Q3UUM5	94390275
Q3UUM5	94391807
Q3UUR2	85701842
Q3UUS5	94382465
Q3UUT6	85701846
Q3UUU2	84662730
Q3UUX3	29336059
Q3UUX7	51708173
Q3UUX7	82889825
Q3UUX7	94370876
Q3UUY5	83523746
Q3UUY9	17978284
Q3UV16	83921560
Q3UV17	85701680
Q3UV48	85701838
Q3UV54	50233832
Q3UV90	31542200
Q3UV91	27819665
Q3UVA8	6753568
Q3UVB4	85702312
Q3UVC0	85702215
Q3UVD2	110625881
Q3UVD5	84781785
Q3UVE2	27370290
Q3UVG3	112817622
Q3UVG7	85702167
Q3UVG8	85702053
Q3UVH2	31560712
Q3UVI7	85702017
Q3UVK9	6680373
Q3UVL3	85702145
Q3UVN2	85702155
Q3UVW0	85702133
Q3UVX5	94382424
Q3UVY5	21312822
Q3UW02	85702097
Q3UW12	84370304
Q3UW13	85701764
Q3UW21	85702211
Q3UW22	85702294
Q3UW25	85702135
Q3UW26	85701923
Q3UW27	85702177
Q3UW36	13386080
Q3UW44	85702127
Q3UW53	11528504
Q3UW64	31980685
Q3UW66	65301475
Q3UW74	21312724
Q3UW86	82930455
Q3UW94	83721945
Q3UWA4	84794619
